"","lagoslakeid","var","slopeProbs","slopeSign","slopemean","pctchg","pptpctchg","so4changepct","nhd_lat","nhd_long","wetlands","maxdepth"
"22","106038","color",0.893866666666667,0,-0.034141687268636,-3.4141687268636,20.7630598900194,-69.7456506794987,46.454436,-86.259549,18.4,11
"23","1064","doc",0.7314,1,0.00481784564581967,0.481784564581968,32.5616568876259,-63.5335642129256,48.176157,-92.471218,27.49,3
"24","1064","color",0.882533333333333,1,0.0197683343578906,1.97683343578906,26.0786732195166,-63.5335642129256,48.176157,-92.471218,27.49,3
"25","1069","color",0.518933333333333,0,-0.001134051366095,-0.1134051366095,30.6518316562947,-56.6279251128095,44.311081,-68.289412,0.34,12.192
"26","107761","color",0.695866666666667,0,-0.0181402733948243,-1.81402733948243,35.6824167153872,-66.9390829356197,45.268189,-70.125654,0.1,NA
"27","107761","doc",0.721466666666667,1,0.00919993924819563,0.919993924819563,60.3722171228535,-66.9390829356197,45.268189,-70.125654,0.1,NA
"28","1078","color",0.8064,1,0.0185631149711271,1.85631149711271,15.4813267652438,-64.1837403919305,44.137117,-88.037588,13.29,11.5824
"29","108776","color",0.540666666666667,1,0.00349849587653414,0.349849587653414,31.9051756198306,NA,45.444268,-70.508479,NA,NA
"30","108776","doc",0.792666666666667,1,0.0107349774931233,1.07349774931233,70.734189049223,NA,45.444268,-70.508479,NA,NA
"31","108777","color",0.670933333333333,0,-0.00719744133722648,-0.719744133722648,26.6754400904363,-64.9640295869313,44.867773,-70.557412,3.11,NA
"32","108777","doc",0.988933333333333,1,0.0139641925154505,1.39641925154505,86.127253522706,-64.9640295869313,44.867773,-70.557412,3.11,NA
"33","108785","color",0.628933333333333,1,0.010613927777941,1.0613927777941,46.1276386152289,NA,45.306799,-71.010243,NA,NA
"34","108785","doc",0.5648,1,0.00212114749877361,0.212114749877361,67.0120759456687,NA,45.306799,-71.010243,NA,NA
"35","109230","color",0.805,0,-0.0172490676177125,-1.72490676177125,32.7109419789149,-71.2945388663618,44.392345,-74.673634,NA,NA
"36","109230","doc",0.6622,0,-0.00318438271203972,-0.318438271203972,161.203068282167,-71.2945388663618,44.392345,-74.673634,NA,NA
"37","109875","color",0.501733333333333,1,0.000119550744913348,0.0119550744913348,30.0928187623022,-67.4375089334829,41.922414,-70.542333,NA,NA
"38","109875","doc",0.7122,1,0.00613185769639495,0.613185769639495,120.519859927003,-67.4375089334829,41.922414,-70.542333,NA,NA
"39","1100","color",0.955133333333333,0,-0.0536603036158244,-5.36603036158244,26.064471201482,-43.7866751123897,44.217813,-93.815802,3.91,7.6
"40","110200","doc",0.931266666666667,1,0.0100946773171117,1.00946773171117,68.6170363077697,-72.9204314771325,43.879357,-74.767282,21.12,NA
"41","110200","color",0.7558,1,0.0125767120066502,1.25767120066502,38.6469020230118,-72.9204314771325,43.879357,-74.767282,21.12,NA
"42","110213","doc",1,0,-0.0398798194202521,-3.98798194202521,90.9746303239987,-72.6087283884387,44.346079,-74.30077,11.5,11
"43","110213","color",0.664533333333333,0,-0.00711554825757672,-0.711554825757672,41.8198000930572,-72.6087283884387,44.346079,-74.30077,11.5,11
"44","112329","doc",0.9552,0,-0.0129389993346253,-1.29389993346253,114.657266487917,-71.1985170349221,44.355952,-74.991137,19.24,NA
"45","112329","color",0.706533333333333,0,-0.0111318641721373,-1.11318641721373,37.0009848878861,-71.1985170349221,44.355952,-74.991137,19.24,NA
"46","112334","color",0.972466666666667,1,0.0302324222460344,3.02324222460344,47.8977690207722,-72.9204314771325,43.833441,-74.797456,44.72,4
"47","112334","doc",0.999666666666667,1,0.0191552159975238,1.91552159975238,18.7593409124623,-72.9204314771325,43.833441,-74.797456,44.72,4
"48","1132","color",0.772333333333333,0,-0.0238425138771671,-2.38425138771671,14.9466388261805,-64.2580830030087,45.823615,-89.542261,4.67,9.8
"49","113297","color",0.997133333333333,1,0.0535326224279179,5.35326224279179,76.1840938743684,-71.8693699749926,44.281157,-74.618036,NA,NA
"50","113297","doc",1,1,0.0465287338136745,4.65287338136745,49.7273488206842,-71.8693699749926,44.281157,-74.618036,NA,NA
"51","115040","doc",0.539933333333333,0,-0.00112547343216898,-0.112547343216898,75.8524670707272,-74.1297523323459,41.962192,-74.241976,1.79,32.9
"52","11570","color",0.6322,1,0.00486993816042698,0.486993816042698,20.8236141006609,-72.1367804815137,44.339322,-74.378918,9.75,3.4
"53","11570","doc",0.875733333333333,0,-0.00602368926182906,-0.602368926182906,14.5643543858358,-72.1367804815137,44.339322,-74.378918,9.75,3.4
"54","1159","doc",0.5804,1,0.00286924869652808,0.286924869652809,39.6405148114572,-65.6551409150748,45.803524,-89.688872,9.64,9.5
"55","1159","color",0.769,0,-0.0232949577214049,-2.32949577214049,45.3408163573985,-65.6551409150748,45.803524,-89.688872,9.64,9.5
"56","116034","color",0.878866666666667,1,0.0385284015394741,3.85284015394741,41.183513877758,NA,45.381522,-70.500271,1.47,NA
"57","116034","doc",0.999666666666667,1,0.0499507273457018,4.99507273457018,45.6274891545217,NA,45.381522,-70.500271,1.47,NA
"58","116045","doc",0.7554,0,-0.0100231822361221,-1.00231822361221,75.6937407601574,-59.5244149089858,44.803708,-67.762868,NA,NA
"59","116045","color",0.875666666666667,1,0.0386365440779505,3.86365440779505,38.7658998061658,-59.5244149089858,44.803708,-67.762868,NA,NA
"60","117049","doc",0.998733333333333,1,0.0250187666840313,2.50187666840313,-1.47498762774366,-63.046507974316,44.563711,-70.972976,0.26,NA
"61","117049","color",0.742266666666667,1,0.0143053194190654,1.43053194190654,59.1717499863649,-63.046507974316,44.563711,-70.972976,0.26,NA
"62","117147","color",0.542333333333333,1,0.00219361151984445,0.219361151984445,36.4851411862277,-69.035073039922,43.234269,-73.994608,NA,NA
"63","117147","doc",0.566866666666667,1,0.00145316959704044,0.145316959704044,49.8581008324409,-69.035073039922,43.234269,-73.994608,NA,NA
"64","117329","doc",0.863933333333333,1,0.0214909289768916,2.14909289768916,55.08256801061,-69.3731348623115,42.37748,-85.34571,0.9,3
"65","117417","doc",0.971266666666667,1,0.0105353599705001,1.05353599705001,2.82338162232215,-72.7424652352962,43.7679,-74.619241,21.2,22.9
"66","117417","color",0.9572,1,0.0268253160203654,2.68253160203654,65.5523459279031,-72.7424652352962,43.7679,-74.619241,21.2,22.9
"67","118075","doc",0.765666666666667,1,0.00942041364470307,0.942041364470307,135.596207633315,-67.9495036972887,45.233211,-69.915824,NA,NA
"68","118075","color",0.7,1,0.016599014378385,1.6599014378385,37.7799321403523,-67.9495036972887,45.233211,-69.915824,NA,NA
"69","118080","color",0.505133333333333,1,0.000357490754365385,0.0357490754365385,17.9581457054232,-64.7760961700381,44.885674,-69.574379,44.81,NA
"70","118080","doc",0.675866666666667,1,0.00415949290434505,0.415949290434505,66.3793300219976,-64.7760961700381,44.885674,-69.574379,44.81,NA
"71","119153","doc",0.9898,1,0.0149578217731555,1.49578217731555,27.1354714442319,-70.1892584946185,45.535775,-69.232145,0,12.8
"72","119153","color",0.952066666666667,0,-0.0306395776084184,-3.06395776084184,28.0740015447314,-70.1892584946185,45.535775,-69.232145,0,12.8
"73","119227","color",0.7442,0,-0.0175320907255669,-1.75320907255669,45.1955690235619,-70.8978087129838,42.114513,-71.742222,0,NA
"74","119227","doc",0.796533333333333,0,-0.00931534423305313,-0.931534423305313,61.9384938298267,-70.8978087129838,42.114513,-71.742222,0,NA
"75","119574","color",0.981333333333333,1,0.0344929093972161,3.44929093972161,80.9775922103218,-72.3075956693602,44.15545,-74.444536,10.59,34.8
"76","119574","doc",0.85,1,0.00654179043254452,0.654179043254452,71.0098130110533,-72.3075956693602,44.15545,-74.444536,10.59,34.8
"77","1203","color",0.579,0,-0.00782344215366897,-0.782344215366897,10.7053898133162,-55.3639441388066,47.620577,-92.824761,20.68,12
"78","1203","doc",0.9606,1,0.025878476484462,2.5878476484462,2.46002963043182,-55.3639441388066,47.620577,-92.824761,20.68,12
"79","120342","doc",0.992333333333333,1,0.0155218626411694,1.55218626411694,91.9706020137493,-69.2452776405306,43.836808,-74.481061,NA,4
"80","120342","color",0.9968,1,0.0471307892455641,4.71307892455641,44.0925876582112,-69.2452776405306,43.836808,-74.481061,NA,4
"81","120636","doc",0.593533333333333,1,0.00145168935657608,0.145168935657608,46.4685425757292,-76.1349648601526,43.701808,-75.098267,19.14,NA
"82","120636","color",0.918466666666667,1,0.0235745588291787,2.35745588291787,48.9202863603498,-76.1349648601526,43.701808,-75.098267,19.14,NA
"83","120948","doc",0.997933333333333,1,0.0149835733558479,1.49835733558479,22.6105377647525,-66.6895080935566,46.041132,-89.686264,NA,7.9
"84","121321","doc",0.989666666666667,1,0.0157595553020559,1.57595553020559,77.1611063886593,-67.1344709067129,44.896166,-70.991124,1.54,NA
"85","121321","color",0.6362,1,0.0062058728022232,0.62058728022232,41.1198739502556,-67.1344709067129,44.896166,-70.991124,1.54,NA
"86","12173","doc",0.989066666666667,1,0.0330269763329574,3.30269763329574,26.8774844708097,NA,45.298716,-70.788387,NA,NA
"87","12173","color",0.816666666666667,1,0.0308265284773516,3.08265284773516,17.9848915875488,NA,45.298716,-70.788387,NA,NA
"88","122351","color",0.7652,0,-0.0132295704041721,-1.32295704041721,27.7675948755611,-67.8329437718308,45.127198,-69.978771,2.55,NA
"89","122351","doc",0.592533333333333,1,0.00156341393016978,0.156341393016978,69.4724864877907,-67.8329437718308,45.127198,-69.978771,2.55,NA
"90","122517","doc",0.889066666666667,0,-0.0109687245252358,-1.09687245252358,55.1486637470435,-70.763613308329,42.094329,-74.839642,0.9,68.2
"91","122626","doc",0.997066666666667,1,0.043357551189234,4.3357551189234,8.05468377744115,-68.3557982486144,42.403177,-85.433328,9.1,0.35
"92","123410","color",0.6064,1,0.00894043271820291,0.894043271820291,58.823694663419,-59.1017432914356,44.885313,-67.877647,5.29,7.3152
"93","123410","doc",0.772466666666667,1,0.0103603023410003,1.03603023410003,80.2449771044957,-59.1017432914356,44.885313,-67.877647,5.29,7.3152
"94","123519","color",0.948666666666667,1,0.0244139201460562,2.44139201460562,64.2080603388453,-68.6540822212253,43.857642,-74.090303,0,6.4
"95","123519","doc",0.9206,1,0.00740878349587488,0.740878349587488,78.4515437325505,-68.6540822212253,43.857642,-74.090303,0,6.4
"96","123615","doc",1,1,0.0572079925906832,5.72079925906832,44.3768979981417,-68.9219201116787,46.425032,-85.043296,8.21,4.5
"97","123615","color",1,0,-0.146038737693558,-14.6038737693558,27.3817080242503,-68.9219201116787,46.425032,-85.043296,8.21,4.5
"98","123621","color",1,0,-0.382043780448787,-38.2043780448787,37.2590751469468,-68.9219201116787,46.426885,-84.957157,2.49,8.3
"99","123621","doc",0.997666666666667,0,-0.0325132468925147,-3.25132468925147,15.8710970719168,-68.9219201116787,46.426885,-84.957157,2.49,8.3
"100","124548","doc",0.786933333333333,1,0.00447803023021655,0.447803023021655,111.712348861466,-71.9953546063957,43.303264,-74.593263,3.69,11.3
"101","124548","color",1,1,0.0788949170187188,7.88949170187188,51.1071429190488,-71.9953546063957,43.303264,-74.593263,3.69,11.3
"102","1247","doc",0.720066666666667,1,0.00852715977669324,0.852715977669324,-2.56107803799972,-61.2272903301847,47.984707,-90.082914,7.11,10.7
"103","1247","color",0.8078,1,0.0233642259878389,2.33642259878389,39.2434884417685,-61.2272903301847,47.984707,-90.082914,7.11,10.7
"104","1253","color",0.96,1,0.0474950318961942,4.74950318961942,28.3574142559029,-46.2371004278883,45.490458,-95.364855,0.96,16.8
"105","125531","color",0.512733333333333,1,0.00126459359330691,0.126459359330691,44.8868181518727,NA,45.245071,-70.819853,NA,NA
"106","125531","doc",0.584533333333333,1,0.00275213688434152,0.275213688434152,63.7198475242811,NA,45.245071,-70.819853,NA,NA
"107","1257","color",0.821933333333333,0,-0.0314238386507391,-3.14238386507391,33.4500148632316,-57.407517317981,46.227405,-92.968745,33.29,4.8
"108","1265","color",0.817333333333333,1,0.0175036976192985,1.75036976192985,44.1514147579665,-67.3394565780139,42.667968,-83.461065,26.54,10.4
"109","126952","doc",0.932866666666667,1,0.0205145960576709,2.05145960576709,58.0786398531514,-63.867869222097,43.46283,-70.717474,NA,NA
"110","126952","color",0.8796,1,0.0373686055805351,3.73686055805351,58.4973245462048,-63.867869222097,43.46283,-70.717474,NA,NA
"111","126970","color",0.686333333333333,0,-0.0171530912195582,-1.71530912195582,51.1410378436287,NA,45.907742,-70.247385,NA,NA
"112","126970","doc",0.728333333333333,1,0.0088219679868974,0.88219679868974,46.4601217219518,NA,45.907742,-70.247385,NA,NA
"113","126971","color",0.7806,0,-0.0224748403793705,-2.24748403793705,50.5699695738163,-66.1674849455639,45.924862,-68.895503,0.49,NA
"114","126971","doc",0.926666666666667,0,-0.0172012354971879,-1.72012354971879,99.399321900389,-66.1674849455639,45.924862,-68.895503,0.49,NA
"115","126975","color",0.861,0,-0.0320382878298919,-3.20382878298919,55.1262959962106,-66.1674849455639,45.921825,-68.894628,NA,NA
"116","126975","doc",0.931866666666667,0,-0.0208195211549955,-2.08195211549955,67.0335634748865,-66.1674849455639,45.921825,-68.894628,NA,NA
"117","127573","color",0.9944,1,0.0424010797953331,4.24010797953331,68.2602321039224,-72.6087283884387,44.352819,-74.294274,NA,5.5
"118","127573","doc",0.998666666666667,1,0.0196593750859197,1.96593750859197,82.4299973466182,-72.6087283884387,44.352819,-74.294274,NA,5.5
"119","127970","color",0.532066666666667,0,-0.00174291628637146,-0.174291628637146,37.0776676661017,-60.7156338121989,44.821878,-70.687757,3.34,NA
"120","127970","doc",0.996133333333333,1,0.0220414296552893,2.20414296552893,88.4761979852558,-60.7156338121989,44.821878,-70.687757,3.34,NA
"121","128986","color",0.955933333333333,0,-0.0481071470586721,-4.81071470586721,49.2866112521145,-59.1017432914356,44.909494,-67.892188,7.4,6.1
"122","128986","doc",0.8484,1,0.0111367753993151,1.11367753993151,67.3260509068955,-59.1017432914356,44.909494,-67.892188,7.4,6.1
"123","129683","color",0.633933333333333,1,0.00666790014697457,0.666790014697457,80.2241513425723,-74.3088305282741,43.964717,-74.917147,34.02,NA
"124","129683","doc",0.942533333333333,1,0.0118391439198769,1.18391439198769,121.169723810811,-74.3088305282741,43.964717,-74.917147,34.02,NA
"125","130710","doc",0.981333333333333,0,-0.0211037092538013,-2.11037092538013,23.0109925706224,-72.5968829365442,44.416675,-74.288056,NA,NA
"126","130710","color",0.6642,0,-0.0101134551315639,-1.01134551315639,45.7546986492783,-72.5968829365442,44.416675,-74.288056,NA,NA
"127","1314","color",0.860066666666667,0,-0.0475978232827257,-4.75978232827257,45.5104891329945,-64.7697015459206,47.93923,-90.676949,18.84,18.3
"128","131777","color",0.925133333333333,1,0.0221724210574371,2.21724210574371,79.2737480396621,-72.9204314771325,43.811402,-74.87903,27.74,5.2
"129","131777","doc",0.9898,1,0.0129498847325554,1.29498847325554,22.6107804859194,-72.9204314771325,43.811402,-74.87903,27.74,5.2
"130","131790","color",0.978,1,0.0306918447465266,3.06918447465266,59.4365139616555,-74.7787841172053,43.512148,-74.888137,4.41,18.3
"131","131790","doc",0.9874,1,0.0124586116248499,1.24586116248499,81.9875857278131,-74.7787841172053,43.512148,-74.888137,4.41,18.3
"132","13182","doc",0.972933333333333,1,0.0287903934266668,2.87903934266668,71.2783227444752,-58.955243964798,44.403708,-69.81966,NA,NA
"133","13182","color",0.9942,1,0.0854450824326397,8.54450824326397,46.4650068604429,-58.955243964798,44.403708,-69.81966,NA,NA
"134","13191","doc",0.7884,1,0.0124045006843147,1.24045006843147,18.611118696774,-65.9993878940432,44.839415,-70.658653,0.68,NA
"135","13191","color",0.6562,0,-0.0140009911377069,-1.40009911377069,37.2772745156662,-65.9993878940432,44.839415,-70.658653,0.68,NA
"136","132","doc",0.783866666666667,1,0.00769246512322485,0.769246512322485,53.3445565968892,-67.9897819504169,43.314785,-72.930682,2.27,NA
"137","132","color",0.773666666666667,1,0.00923875860730275,0.923875860730275,40.7600302679662,-67.9897819504169,43.314785,-72.930682,2.27,NA
"138","132183","color",0.6704,1,0.0137713188381931,1.37713188381931,41.809174780842,-70.8123512177257,45.415408,-70.332051,NA,NA
"139","132183","doc",0.9954,1,0.0333026814553747,3.33026814553747,63.6503595174446,-70.8123512177257,45.415408,-70.332051,NA,NA
"140","1328","doc",0.983533333333333,1,0.0261256133026476,2.61256133026476,135.494042740773,-66.1683183757957,46.11978,-89.349055,2.16,12.7
"141","1328","color",0.846533333333333,0,-0.0315465231783971,-3.15465231783971,47.5920466326163,-66.1683183757957,46.11978,-89.349055,2.16,12.7
"142","1334","color",0.798266666666667,0,-0.0245051319480113,-2.45051319480113,36.3578191208531,-36.8667609830137,43.891525,-93.349448,17.4,8.2
"143","1342","doc",0.747533333333333,1,0.00427732173578826,0.427732173578826,20.8416347512408,NA,48.498035,-92.805798,3.28,27.7
"144","1342","color",1,0,-0.16663387319675,-16.663387319675,36.9136329452015,NA,48.498035,-92.805798,3.28,27.7
"145","1343","color",0.890933333333333,0,-0.0376811354186586,-3.76811354186586,23.2309865629275,-69.4761439938474,45.934865,-88.590629,7.59,6.096
"146","1343","doc",0.518466666666667,1,0.000620158826167073,0.0620158826167073,64.5499677101657,-69.4761439938474,45.934865,-88.590629,7.59,6.096
"147","134885","color",0.903066666666667,1,0.0217194142595922,2.17194142595922,43.1081880719187,-69.5237665105088,44.660228,-74.496335,NA,14
"148","134885","doc",0.6868,1,0.00306983649439809,0.306983649439809,-2.58499557179788,-69.5237665105088,44.660228,-74.496335,NA,14
"149","135271","doc",1,1,0.0269930718229584,2.69930718229584,64.1147683220674,-64.4100668278117,44.918715,-70.525473,0.49,NA
"150","135271","color",0.6628,1,0.00715189927233415,0.715189927233415,7.38004941657732,-64.4100668278117,44.918715,-70.525473,0.49,NA
"151","135275","color",0.755,0,-0.0193464345238996,-1.93464345238996,33.8361570450776,-68.4178952653578,45.204982,-69.874518,2.38,NA
"152","135275","doc",0.934933333333333,1,0.017585688045364,1.7585688045364,45.4677229853953,-68.4178952653578,45.204982,-69.874518,2.38,NA
"153","136255","doc",0.999666666666667,1,0.0474397857990894,4.74397857990894,70.2275740918055,-60.6441392799658,44.676601,-67.837553,NA,8.8392
"154","136255","color",0.792866666666667,0,-0.0266726268629844,-2.66726268629844,27.506150256445,-60.6441392799658,44.676601,-67.837553,NA,8.8392
"155","137257","color",0.978333333333333,1,0.0645169251551026,6.45169251551026,34.6995987124547,-59.770467724079,44.718547,-67.938188,NA,15.8496
"156","137257","doc",1,1,0.100962398725819,10.0962398725819,43.7589293526909,-59.770467724079,44.718547,-67.938188,NA,15.8496
"157","138137","color",0.744133333333333,1,0.0179532305485655,1.79532305485655,8.03804533977937,-69.8701467412191,46.701617,-85.039017,5.31,8.4
"158","138137","doc",1,1,0.0538551314655134,5.38551314655134,-3.06137212440618,-69.8701467412191,46.701617,-85.039017,5.31,8.4
"159","138250","color",0.8814,1,0.0230044686614328,2.30044686614328,49.9795373515318,-70.2808923403575,43.188251,-74.499163,16.84,4
"160","138250","doc",0.9998,1,0.0220133131176456,2.20133131176456,111.798279449883,-70.2808923403575,43.188251,-74.499163,16.84,4
"161","138332","color",0.747866666666667,1,0.0209869935167934,2.09869935167934,45.2607405627361,NA,45.271001,-70.784739,NA,NA
"162","138332","doc",0.974,1,0.0258250080605127,2.58250080605126,53.1923916771272,NA,45.271001,-70.784739,NA,NA
"163","139249","color",0.960066666666667,1,0.0307987180609208,3.07987180609208,17.8070886034483,-68.0461862995448,43.36906,-74.241587,6.65,2.7
"164","139249","doc",0.596,1,0.00160922681773263,0.160922681773263,61.6538233262146,-68.0461862995448,43.36906,-74.241587,6.65,2.7
"165","139339","doc",0.9932,1,0.0152316286208118,1.52316286208118,73.207833816127,-59.7817006953146,44.9619,-68.122537,3.29,9.7536
"166","139339","color",0.751466666666667,0,-0.0112886102553386,-1.12886102553386,44.3077701660124,-59.7817006953146,44.9619,-68.122537,3.29,9.7536
"167","140411","doc",0.590466666666667,1,0.00195074595488326,0.195074595488326,71.5006916571973,-67.5851893885658,45.838679,-68.9261,0.63,NA
"168","140992","color",0.881266666666667,1,0.0299951780350722,2.99951780350722,47.5421010938039,-71.1605574844033,43.986304,-74.640491,17.49,NA
"169","140992","doc",0.814266666666667,1,0.00948192921401041,0.948192921401041,88.780378510939,-71.1605574844033,43.986304,-74.640491,17.49,NA
"170","141317","color",0.902333333333333,0,-0.0335330571079378,-3.35330571079378,40.7330201459054,-75.3922993231057,42.551514,-72.431106,1.75,NA
"171","141317","doc",0.6256,0,-0.00365963018292459,-0.365963018292459,71.389723386171,-75.3922993231057,42.551514,-72.431106,1.75,NA
"172","1451","color",0.785933333333333,0,-0.029586412714362,-2.9586412714362,20.86773231249,-50.2622508616814,46.061232,-95.307395,8,13.4
"173","147","color",0.7904,0,-0.0332708940656307,-3.32708940656307,45.7399081583851,-64.3978798681886,44.755538,-72.601432,0.71,NA
"174","1520","doc",0.607066666666667,1,0.00254042529286919,0.254042529286919,55.6331678904865,NA,48.52528,-92.923881,11.48,14.9
"175","1520","color",0.973333333333333,0,-0.060671135737831,-6.0671135737831,47.0612930578531,NA,48.52528,-92.923881,11.48,14.9
"176","1545","doc",0.776266666666667,1,0.00817549593419273,0.817549593419273,48.28506804264,-57.2701773187308,44.30124,-68.397108,5.32,13.4112
"177","156","color",0.594133333333333,0,-0.00587912968154619,-0.587912968154619,42.775833904856,-36.2326684445144,43.973548,-94.647752,3.29,3.6
"178","15635","color",0.909533333333333,1,0.0223370357672556,2.23370357672556,56.7204788768225,-71.4876625750124,44.321733,-73.901054,3.3,9.4
"179","15635","doc",0.815266666666667,1,0.00545243743041181,0.545243743041181,154.735512133013,-71.4876625750124,44.321733,-73.901054,3.3,9.4
"180","1635","color",0.876666666666667,0,-0.0292761218155972,-2.92761218155972,10.3242053345716,-58.3546654620288,46.928365,-94.040758,23.24,13.7
"181","164","doc",0.738333333333333,1,0.00947391659231018,0.947391659231018,88.6105635843519,-55.1394577725766,47.864295,-93.310462,1.33,NA
"182","164","color",0.8208,0,-0.0276844769729341,-2.76844769729341,25.5207816616391,-55.1394577725766,47.864295,-93.310462,1.33,NA
"183","1672","doc",0.684266666666667,0,-0.0046668840443157,-0.46668840443157,41.0553686492068,-55.5014062131003,44.400007,-68.242913,12.22,9.4488
"184","1672","color",0.543133333333333,1,0.00230129883904141,0.230129883904141,37.9485044501743,-55.5014062131003,44.400007,-68.242913,12.22,9.4488
"185","170","color",0.6314,1,0.00803186752148373,0.803186752148373,51.036811874575,-67.1094333317669,44.910106,-71.843805,1.03,NA
"186","17307","doc",0.500533333333333,1,9.06000339063841e-05,0.00906000339063841,80.322924662474,-60.9084458798199,44.716522,-68.44773,6.64,8.2296
"187","17307","color",0.809066666666667,0,-0.0285805579396614,-2.85805579396614,19.5413221275934,-60.9084458798199,44.716522,-68.44773,6.64,8.2296
"188","17394","color",0.962,1,0.0310631482617735,3.10631482617735,23.6943884529057,-70.633619066988,44.122815,-73.979309,1.9,7.3
"189","17394","doc",0.915066666666667,1,0.00891296445425196,0.891296445425196,61.6010455392326,-70.633619066988,44.122815,-73.979309,1.9,7.3
"190","1747","color",0.6028,1,0.00644891175488844,0.644891175488844,32.2830576434477,-57.3287947504599,47.297652,-91.647353,49.86,4.6
"191","1777","color",0.913866666666667,0,-0.0221328263021067,-2.21328263021067,22.5832846644536,-55.5396552215957,43.166461,-88.316181,14.58,12.8016
"192","1786","color",0.9984,0,-0.10536385601801,-10.536385601801,37.1651413074726,-35.1628942183017,44.306778,-94.734147,2.53,2.7
"193","18023","color",1,0,-0.156271730379392,-15.6271730379392,41.371080398553,-65.1752639750552,45.724784,-89.650986,5.61,5.8
"194","18023","doc",1,1,0.0476014609801246,4.76014609801246,49.4047191495,-65.1752639750552,45.724784,-89.650986,5.61,5.8
"195","18340","color",0.642133333333333,1,0.00667450840243618,0.667450840243618,39.0097792640443,-60.0556652899982,44.785882,-68.180632,NA,4.8768
"196","18340","doc",0.999133333333333,1,0.0210664685580801,2.10664685580801,47.1197537263602,-60.0556652899982,44.785882,-68.180632,NA,4.8768
"197","18344","doc",0.982733333333333,0,-0.0202109819149009,-2.02109819149009,63.6024682423296,-48.8843787414128,44.280631,-69.4159,6.67,NA
"198","18348","color",0.767866666666667,0,-0.0160908369328344,-1.60908369328344,55.4260379855667,-60.8589033811892,44.811968,-68.429355,0.93,NA
"199","18348","doc",0.959933333333333,1,0.0149943130412128,1.49943130412128,135.001133104331,-60.8589033811892,44.811968,-68.429355,0.93,NA
"200","18371","color",0.849866666666667,0,-0.0262325966871822,-2.62325966871822,53.5869975765206,-73.1605500409799,42.377301,-71.73733,9.7,37.1124
